floor,floors_count,rooms_count,total_meters,price,underground,price_per_meter
28,29,2,62.5,23756981,True,380112
7,26,2,62.2,29900000,True,480707
5,7,2,66.7,44830000,False,672114
4,23,2,62.5,31300000,True,500800
2,8,2,64.0,19647552,True,306993
2,23,2,62.7,31500000,True,502392
7,13,2,57.4,21479366,True,374205
12,24,2,68.0,39800000,True,585294
6,19,2,52.5,19569007,True,372743
10,12,2,78.6,44900000,True,571247
29,32,2,67.0,42069300,True,627900
46,49,2,73.4,37155080,True,506200
20,59,2,41.3,15830290,True,383300
18,46,2,64.5,58975784,True,914353
14,20,2,52.1,19523850,True,374738
3,20,2,70.7,29000000,True,410184
2,44,2,56.4,19426867,True,344448
11,14,2,69.2,20490120,True,296100
3,4,2,62.0,32000000,True,516129
10,14,2,46.1,18800000,True,407809
4,9,2,91.0,40000000,True,439560
6,25,2,45.7,12890000,True,282057
25,30,2,38.4,11128110,True,289795
3,6,2,77.3,32500000,True,420440
4,9,2,44.2,14800000,True,334842
1,12,2,52.3,15200000,True,290631
9,9,2,44.5,15200000,True,341573
8,9,2,36.9,15100000,True,409214
13,17,2,58.0,15500000,True,267241
5,18,2,51.09,17500000,True,342533
7,12,2,55.8,29700000,True,532258
24,24,2,71.0,29900000,True,421127
2,14,2,52.2,11950000,True,228927
2,14,2,39.9,13500000,True,338346
2,17,2,58.0,13900000,True,239655
2,14,2,56.0,14350000,True,256250
9,16,2,53.7,14600000,True,271881
17,17,2,58.9,15500000,True,263158
1,17,2,50.4,16300000,True,323413
1,9,2,50.4,16990000,True,337103
8,16,2,50.2,18300000,True,364542
5,16,2,51.8,18500000,True,357143
3,12,2,61.1,19000000,True,310966
16,17,2,60.0,19500000,True,325000
14,25,2,62.0,20400000,True,329032
17,20,2,54.0,20400000,True,377778
13,17,2,51.1,20500000,True,401174
2,5,2,66.8,20500000,True,306886
13,28,2,45.23,20849000,True,460955
2,8,2,49.0,21500000,True,438776
14,30,2,56.0,22500000,True,401786
3,13,2,32.8,24750000,True,754573
4,8,2,58.6,25000000,True,426621
8,37,2,48.2,29000000,True,601660
3,13,2,41.1,30750000,True,748175
6,11,2,55.1,32700000,True,593466
15,19,2,65.9,33147700,True,503000
10,12,2,55.0,34244650,True,622630
12,26,2,58.7,34500000,True,587734
18,22,2,67.3,36000000,True,534918
5,12,2,50.0,35800000,True,716000
4,12,2,68.0,37449096,True,550722
7,18,2,90.9,37800000,True,415842
26,34,2,61.2,38000000,True,620915
27,27,2,70.0,38000000,True,542857
31,42,2,71.0,41000000,True,577465
2,6,2,75.0,42000000,True,560000
38,44,2,49.5,42500000,True,858586
11,20,2,96.9,89900000,True,927761
4,9,2,44.3,9200000,True,207675
1,12,2,47.3,9800000,True,207188
4,5,2,45.0,10300000,True,228889
2,5,2,44.0,10300000,True,234091
6,9,2,41.2,10500000,True,254854
1,9,2,43.4,10700000,True,246544
4,12,2,38.0,10900000,True,286842
9,9,2,37.5,10900000,True,290667
1,9,2,38.4,11200000,True,291667
7,17,2,56.3,11299000,True,200693
2,9,2,37.12,11449000,True,308432
8,9,2,48.9,11400000,True,233129
3,14,2,38.0,11300000,True,297368
4,9,2,45.8,11500000,True,251092
2,9,2,37.3,11500000,True,308311
12,12,2,46.2,11600000,True,251082
12,17,2,51.1,11800000,True,230920
6,9,2,44.3,11800000,True,266366
7,9,2,45.0,11800000,True,262222
1,5,2,59.0,11900000,True,201695
13,17,2,53.2,12000000,True,225564
11,12,2,44.4,12000000,True,270270
2,2,2,40.0,12000000,True,300000
1,5,2,43.0,12000000,True,279070
3,18,2,48.5,35800507,True,738155
16,28,2,58.5,23235378,True,397186
8,13,2,53.25,25432093,True,477598
4,9,2,43.1,28700000,True,665893
35,85,2,82.5,63000000,True,763636
6,33,2,50.0,13600000,True,272000
3,12,2,49.6,13550000,True,273185
3,5,2,43.1,13799000,True,320162
20,24,2,70.5,13700000,True,194326
7,9,2,44.5,13700000,True,307865
2,9,2,45.2,13700000,True,303097
8,9,2,47.9,13800000,True,288100
7,9,2,44.5,13800000,True,310112
2,16,2,33.9,13800000,True,407080
10,14,2,39.0,14000000,True,358974
1,16,2,52.0,13999000,True,269212
13,23,2,34.0,13950000,True,410294
1,5,2,45.0,14000000,True,311111
8,9,2,40.0,13990000,True,349750
5,9,2,42.0,14200000,True,338095
1,9,2,46.1,14100000,True,305857
3,3,2,49.4,14100000,True,285425
2,9,2,44.0,14200000,True,322727
6,9,2,46.0,14500000,True,315217
13,16,2,54.5,14490000,True,265872
9,9,2,46.0,14500000,True,315217
9,14,2,51.4,14470000,True,281518
2,5,2,41.3,14800000,True,358354
13,13,2,37.9,15000000,True,395778
2,12,2,44.6,14980000,True,335874
8,14,2,47.5,14950000,True,314737
7,9,2,45.0,14950000,True,332222
2,9,2,45.1,15100000,True,334812
3,9,2,44.2,15300000,True,346154
18,25,2,57.0,15400000,True,270175
11,16,2,61.7,15300000,True,247974
6,8,2,42.4,15500000,True,365566
2,12,2,51.1,15490000,True,303131
3,8,2,51.0,15750000,True,308824
1,19,2,47.3,16000000,True,338266
7,24,2,41.0,16130000,True,393415
2,17,2,50.7,16200000,True,319527
1,5,2,45.5,16200000,True,356044
5,16,2,58.0,16380000,True,282414
2,12,2,51.9,16500000,True,317919
4,18,2,54.0,16600000,True,307407
3,26,2,62.2,16750000,True,269293
3,14,2,44.5,16700000,True,375281
13,16,2,54.2,17000000,True,313653
10,14,2,59.5,16900000,True,284034
2,17,2,56.3,17000000,True,301954
2,9,2,45.0,16990000,True,377556
7,14,2,45.0,17300000,True,384444
4,15,2,45.0,17500000,True,388889
2,10,2,65.0,17499000,True,269215
2,18,2,42.5,17400000,True,409412
17,18,2,51.4,17700000,True,344358
22,22,2,58.7,18000000,True,306644
6,16,2,54.0,18000000,True,333333
11,24,2,40.8,18000000,True,441176
9,9,2,43.0,18000000,True,418605
4,25,2,61.6,18390000,True,298539
12,25,2,55.2,18390000,True,333152
2,12,2,58.6,18800000,True,320819
15,22,2,58.0,18900000,True,325862
4,9,2,46.4,19000000,True,409483
4,4,2,53.7,19500000,True,363128
5,5,2,56.4,19500000,True,345745
15,16,2,51.0,19999999,True,392157
32,33,2,45.8,19900000,True,434498
23,25,2,60.1,19990000,True,332612
8,8,2,55.2,20000000,True,362319
7,11,2,54.0,20300000,True,375926
18,22,2,58.2,20500000,True,352234
8,13,2,42.3,20500000,True,484634
19,25,2,59.8,20990000,True,351003
4,43,2,64.9,20999000,True,323559
15,17,2,64.9,21200000,True,326656
31,31,2,52.9,21000000,True,396975
15,36,2,42.7,21499999,True,503513
11,26,2,54.5,23900000,True,438532
23,42,2,46.0,23700000,True,515217
16,26,2,55.6,25020000,True,450000
2,8,2,54.0,31000000,True,574074
12,22,2,55.0,32500000,True,590909
38,41,2,70.7,34800000,True,492221
2,7,2,64.1,35950000,True,560842
12,14,2,63.2,35800000,True,566456
21,26,2,87.0,38000000,True,436782
8,21,2,71.3,41300000,True,579243
16,23,2,83.9,45400000,True,541120
5,9,2,64.0,46000000,True,718750
18,21,2,72.5,49957575,True,689070
6,6,2,86.0,55000000,True,639535
49,78,2,67.0,55555555,True,829187
5,6,2,100.0,59950000,True,599500
8,18,2,84.0,63000000,True,750000
4,29,2,97.0,78500000,True,809278
5,16,2,95.0,85000000,True,894737
1,3,2,229.0,140000000,True,611354
1,9,2,44.9,9200000,True,204900
4,9,2,36.6,10000000,True,273224
3,9,2,44.4,10000000,True,225225
2,9,2,46.0,10000000,True,217391
7,12,2,45.8,10300000,True,224891
1,12,2,49.2,10300000,True,209350
8,14,2,38.7,10260000,True,265116
2,9,2,44.0,10300000,True,234091
9,12,2,38.3,10499999,True,274151
2,5,2,44.0,10500000,True,238636
1,12,2,38.2,10700000,True,280105
1,12,2,44.5,10750000,True,241573
3,5,2,40.5,10800000,True,266667
3,12,2,37.8,10950000,True,289683
5,12,2,39.0,10990000,True,281795
4,5,2,42.7,10990000,True,257377
2,9,2,47.5,10990000,True,231368
11,12,2,50.6,10999999,True,217391
6,9,2,42.2,11250000,True,266588
6,9,2,43.8,11300000,True,257991
5,5,2,44.8,11400000,True,254464
3,9,2,42.2,11300000,True,267773
7,9,2,44.6,11500000,True,257848
1,5,2,44.3,11500000,True,259594
2,9,2,45.0,11500000,True,255556
5,9,2,30.3,11600000,True,382838
4,5,2,44.0,11700000,True,265909
5,9,2,47.0,12000000,True,255319
9,9,2,55.0,12000000,True,218182
4,12,2,53.7,12200000,True,227188
5,16,2,51.7,12250000,True,236944
12,17,2,52.0,12499000,True,240365
11,14,2,52.3,12450000,True,238050
7,12,2,38.1,12600000,True,330709
3,14,2,56.0,12800000,True,228571
25,25,2,45.0,12950000,True,287778
2,9,2,37.0,12990000,True,351081
9,9,2,42.0,12999000,True,309500
5,5,2,43.0,12900000,True,300000
17,20,2,32.7,13100000,True,400612
3,12,2,52.0,13000000,True,250000
12,12,2,52.0,13000000,True,250000
5,17,2,50.5,13000000,True,257426
2,9,2,45.0,13000000,True,288889
3,5,2,56.0,13000000,True,232143
2,18,2,59.0,13150000,True,222881
2,16,2,39.8,13199000,True,331633
1,5,2,44.4,13500000,True,304054
2,9,2,45.1,13400000,True,297118
14,14,2,47.6,13650000,True,286765
3,5,2,44.5,13700000,True,307865
9,9,2,42.0,13900000,True,330952
8,12,2,45.1,14000000,True,310421
14,16,2,55.5,13950000,True,251351
5,9,2,45.1,14000000,True,310421
8,9,2,42.0,13999999,True,333333
7,12,2,52.3,14200000,True,271511
6,9,2,44.9,14200000,True,316258
5,30,2,46.6,14300000,True,306867
6,12,2,43.0,14299999,True,332558
9,9,2,40.2,14500000,True,360697
9,12,2,59.6,14450000,True,242450
6,9,2,40.0,14500000,True,362500
11,17,2,50.4,14700000,True,291667
2,14,2,56.3,14800000,True,262877
22,24,2,57.0,14850000,True,260526
9,12,2,49.6,14999990,True,302419
9,9,2,40.0,14999999,True,375000
4,9,2,47.5,14990000,True,315579
14,15,2,56.5,15200000,True,269027
2,22,2,57.8,15300000,True,264706
1,12,2,44.2,15500000,True,350679
1,5,2,35.4,15500000,True,437853
5,17,2,53.4,15500000,True,290262
11,16,2,60.3,15500000,True,257048
7,9,2,44.0,15700000,True,356818
3,23,2,49.5,15800000,True,319192
5,27,2,65.7,15900000,True,242009
8,9,2,45.0,15900000,True,353333
15,19,2,54.7,16000000,True,292505
15,19,2,54.8,16000000,True,291971
7,24,2,52.9,16000000,True,302457
9,12,2,45.3,15900000,True,350993
4,6,2,41.9,16300000,True,389021
18,22,2,61.1,16500000,True,270049
4,20,2,44.6,16500000,True,369955
4,17,2,51.1,16500000,True,322896
5,5,2,53.0,16400000,True,309434
11,12,2,58.3,16600000,True,284734
3,17,2,53.4,16600000,True,310861
12,12,2,52.0,16999999,True,326923
4,9,2,49.5,16900000,True,341414
15,32,2,54.3,17300000,True,318600
10,13,2,50.0,29946000,True,598920
11,12,2,45.0,10499999,True,233333
10,13,2,64.5,38046348,True,589866
45,73,2,222.7,160000000,True,718455
5,11,2,75.79,56842500,True,750000
16,23,2,52.8,14990000,True,283902
2,22,2,45.8,23267700,True,508028
16,34,2,56.1,36913800,True,658000
4,9,2,38.0,15500000,True,407895
18,47,2,57.84,25912320,True,448000
4,17,2,88.1,51098000,True,580000
12,17,2,44.4,28704600,True,646500
16,18,2,86.3,50000000,True,579374
4,13,2,66.7,32609630,True,488900
9,14,2,77.0,59900000,True,777922
8,9,2,44.0,17200000,True,390909
6,20,2,44.6,17300000,True,387892
10,12,2,52.0,17500000,True,336538
5,58,2,32.6,17500000,True,536810
8,21,2,56.8,17500000,True,308099
7,14,2,53.0,17469000,True,329604
3,12,2,51.0,17490000,True,342941
13,19,2,40.2,17500000,True,435323
8,22,2,56.6,17700000,True,312721
15,18,2,57.0,17600000,True,308772
8,18,2,51.0,17800000,True,349020
16,30,2,41.5,17990000,True,433494
2,19,2,58.0,18500000,True,318966
8,9,2,48.2,18500000,True,383817
10,10,2,55.5,18500000,True,333333
2,28,2,52.3,18490000,True,353537
1,9,2,46.0,18500000,True,402174
6,12,2,51.0,18700000,True,366667
14,21,2,56.0,19000000,True,339286
8,22,2,59.8,19300000,True,322742
10,17,2,54.0,19300000,True,357407
13,16,2,61.4,19300000,True,314332
30,30,2,53.0,19590000,True,369623
7,7,2,58.3,19500000,True,334477
7,24,2,56.0,21700000,True,387500
20,27,2,52.4,22000000,True,419847
22,30,2,50.3,22000000,True,437376
7,8,2,63.1,22490000,True,356418
7,48,2,45.0,22500000,True,500000
2,12,2,56.3,22599999,True,401421
2,16,2,55.54,22582564,True,406600
3,9,2,44.0,22990000,True,522500
11,34,2,67.0,22900000,True,341791
11,32,2,41.0,23000000,True,560976
6,28,2,64.0,23000000,True,359375
12,28,2,45.86,23293821,True,507933
2,5,2,42.7,23500000,True,550351
29,29,2,59.9,23500000,True,392321
44,47,2,54.4,23700000,True,435662
3,20,2,55.0,23700000,True,430909
10,34,2,67.0,23900000,True,356716
6,27,2,65.2,24000000,True,368098
3,18,2,51.0,24000000,True,470588
22,37,2,46.4,23999000,True,517220
17,32,2,69.9,24300000,True,347639
15,32,2,61.2,24500000,True,400327
16,32,2,62.0,24400000,True,393548
11,15,2,79.0,24500000,True,310127
19,19,2,71.1,25000000,True,351617
2,17,2,65.0,24990000,True,384462
16,21,2,66.9,24900000,True,372197
5,14,2,43.1,25600000,True,593968
3,9,2,56.0,25800000,True,460714
12,28,2,49.6,26000000,True,524194
22,24,2,120.0,26000000,True,216667
2,16,2,75.2,26300000,True,349734
6,14,2,74.9,26500000,True,353805
13,18,2,57.0,27000000,True,473684
4,8,2,58.0,27000000,True,465517
7,25,2,71.6,27500000,True,384078
10,33,2,44.3,27500000,True,620767
29,51,2,60.0,27800000,True,463333
2,17,2,67.8,28000000,True,412979
7,25,2,47.0,27890000,True,593404
14,28,2,75.4,28500000,True,377984
7,20,2,59.4,28490000,True,479630
15,51,2,80.6,28900000,True,358561
5,28,2,67.0,28890000,True,431194
21,24,2,53.0,28888008,True,545057
15,38,2,81.0,28900000,True,356790
6,16,2,58.23,28678275,True,492500
2,6,2,54.9,29000000,True,528233
30,53,2,65.4,29490000,True,450917
12,23,2,60.8,29500000,True,485197
22,22,2,107.0,29999000,True,280364
3,28,2,82.2,29900000,True,363747
8,46,2,58.0,29900000,True,515517
20,37,2,51.8,29990000,True,578958
9,50,2,43.1,29950000,True,694896
5,8,2,68.5,30140000,True,440000
14,17,2,50.0,30500000,True,610000
5,13,2,57.7,30700000,True,532062
8,10,2,57.6,30500000,True,529514
14,23,2,46.0,30900000,True,671739
19,23,2,71.7,30990000,True,432218
5,13,2,65.0,31000000,True,476923
5,8,2,74.2,31015600,True,418000
7,9,2,58.4,31332015,True,536507
6,9,2,58.6,31134121,True,531299
2,23,2,62.5,31200000,True,499200
16,19,2,68.0,31999000,True,470574
4,8,2,48.73,31800000,True,652575
16,28,2,65.8,31800000,True,483283
30,41,2,72.0,32000000,True,444444
10,17,2,58.0,32500000,True,560345
17,24,2,73.3,32500000,True,443383
2,6,2,50.9,33000000,True,648330
41,51,2,58.61,33407700,True,570000
29,41,2,56.6,33900000,True,598940
5,24,2,51.7,34000000,True,657640
6,22,2,66.0,34000000,True,515152
4,4,2,52.9,34385000,True,650000
4,6,2,100.2,35000000,True,349301
26,43,2,78.0,35000000,True,448718
27,28,2,62.3,35900000,True,576244
4,9,2,70.0,36000000,True,514286
16,22,2,72.0,36500000,True,506944
6,12,2,71.3,37500000,True,525947
25,28,2,63.0,37500000,True,595238
4,11,2,79.0,37200000,True,470886
12,22,2,70.0,37800000,True,540000
17,58,2,56.6,37600000,True,664311
9,13,2,74.0,37900000,True,512162
3,10,2,90.0,37900000,True,421111
6,10,2,50.0,38500000,True,770000
27,51,2,63.28,38600800,True,610000
39,41,2,56.9,38900000,True,683656
3,4,2,63.9,39937500,True,625000
5,7,2,62.0,39900000,True,643548
6,27,2,74.0,40300000,True,544595
7,14,2,68.9,41000000,True,595065
12,32,2,72.0,41990000,True,583194
16,78,2,62.0,42000000,True,677419
15,23,2,100.8,42000000,True,416667
9,22,2,101.0,43000000,True,425743
28,29,2,53.6,42800000,True,798507
3,37,2,70.0,43500000,True,621429
7,21,2,75.2,44000000,True,585106
15,40,2,48.0,44500000,True,927083
20,36,2,54.6,45000000,True,824176
14,44,2,68.8,45500000,True,661337
4,16,2,73.0,63000000,True,863014
3,7,2,70.3,65000000,True,924609
16,40,2,82.0,71000000,True,865854
6,24,2,90.0,74000000,True,822222
4,6,2,156.0,77400000,True,496154
6,7,2,104.3,86047500,True,825000
11,22,2,97.0,86300000,True,889691
12,12,2,157.2,94320000,True,600000
14,14,2,124.0,106342999,True,857605
3,6,2,27.0,6900000,True,255556
1,3,2,47.3,7520700,False,159000
1,3,2,51.3,7643700,False,149000
3,3,2,52.0,7800000,False,150000
1,3,2,47.2,7929600,False,168000
1,5,2,41.8,8300000,True,198565
2,30,2,34.13,8467602,True,248099
6,12,2,44.8,19490000,True,435045
26,41,2,46.0,21500000,True,467391
2,19,2,60.7,20000000,True,329489
8,8,2,49.2,21500000,True,436992
6,7,2,43.0,8500000,True,197674
7,7,2,44.5,9031275,True,202950
3,3,2,53.5,9095000,False,170000
2,3,2,58.5,9009000,False,154000
6,30,2,34.96,9187934,True,262813
9,9,2,33.7,9500000,True,281899
8,9,2,44.0,9599999,True,218182
3,20,2,34.8,9570000,True,275000
3,7,2,51.3,9649530,True,188100
2,7,2,51.7,9611030,True,185900
1,3,2,63.0,9639000,False,153000
3,3,2,63.1,9654300,False,153000
9,9,2,45.0,9750000,True,216667
5,9,2,38.1,9900000,True,259843
8,9,2,44.8,9900000,True,220982
2,3,2,63.6,9858000,False,155000
4,12,2,50.0,9950000,True,199000
12,12,2,44.6,9990000,True,223991
1,7,2,57.68,10007856,True,173507
1,9,2,37.7,10200000,True,270557
12,16,2,32.17,10214168,True,317506
1,17,2,51.6,10427792,True,202089
10,12,2,38.2,10500000,True,274869
17,17,2,60.0,10499900,True,174998
11,14,2,39.6,10500000,True,265152
15,17,2,50.6,10489228,True,207297
1,5,2,38.8,9850000,True,253866
8,9,2,44.0,14700000,True,334091
8,19,2,57.7,28388400,True,492000
5,9,2,87.0,49900000,True,573563
2,16,2,85.4,63196000,True,740000
9,11,2,57.0,49000000,True,859649
7,19,2,55.8,32062680,True,574600
7,78,2,62.0,43500000,True,701613
5,12,2,46.0,10500000,True,228261
2,8,2,49.7,10491670,True,211100
11,12,2,52.8,10600000,True,200758
3,9,2,43.6,10698000,True,245367
1,17,2,54.0,10790000,True,199815
1,16,2,51.83,10839778,True,209141
1,9,2,47.2,10850000,True,229873
8,11,2,54.0,10897739,True,201810
1,9,2,43.1,10800000,True,250580
3,17,2,54.5,10887137,True,199764
2,8,2,49.0,10770200,True,219800
1,9,2,44.1,10800000,True,244898
5,12,2,39.2,10900000,True,278061
8,16,2,51.89,11027352,True,212514
10,16,2,42.88,11002001,True,256577
16,24,2,46.2,11073446,True,239685
2,11,2,57.4,11060750,True,192696
14,16,2,53.86,11134276,True,206726
3,36,2,38.3,11183600,True,292000
2,18,2,39.8,11144000,True,280000
2,15,2,40.94,18629584,True,455046
18,79,2,71.8,49500000,True,689415
8,9,2,42.8,29005560,True,677700
11,23,2,44.1,21442875,True,486233
3,5,2,178.6,150400000,True,842105
2,57,2,40.53,26210751,True,646700
3,5,2,38.1,17430750,True,457500
6,21,2,73.2,46900996,True,640724
32,39,2,48.5,32999000,True,680392
8,17,2,71.8,46626920,True,649400
4,27,2,65.91,44571000,True,676240
2,9,2,54.3,11887465,True,218922
5,25,2,65.8,38500000,True,585106
16,29,2,65.2,25687170,True,393975
5,59,2,35.2,14245440,True,404700
25,28,2,57.9,33200000,True,573402
7,21,2,50.28,11173976,True,222235
3,14,2,90.0,83890000,True,932111
16,34,2,42.4,22349040,True,527100
2,27,2,49.5,21208325,True,428451
2,46,2,63.8,44757291,True,701525
7,28,2,41.3,17106460,True,414200
9,34,2,39.2,17918320,True,457100
14,34,2,59.1,23468610,True,397100
21,28,2,52.9,24863000,True,470000
9,21,2,74.2,36448375,True,491218
3,21,2,48.1,15680600,True,326000
2,21,2,60.0,25000000,True,416667
4,4,2,80.0,36500000,True,456250
7,21,2,62.0,31500000,True,508065
4,13,2,65.0,29990000,True,461385
24,24,2,72.0,29800000,True,413889
11,22,2,80.0,34899000,True,436238
5,33,2,44.9,28990000,True,645657
10,27,2,75.6,32000000,True,423280
4,27,3,88.68,59872000,True,675147
5,7,3,125.3,100000000,True,798085
3,14,3,72.0,38000000,True,527778
18,26,3,78.2,30537647,True,390507
13,22,3,72.9,41900000,True,574760
4,52,3,64.7,33660175,False,520250
21,36,3,86.5,48900000,True,565318
2,21,3,66.59,14137723,True,212310
15,48,3,74.5,24696005,True,331490
8,21,3,105.4,80000000,True,759013
26,30,3,122.4,48900000,True,399510
11,19,3,139.5,90000000,True,645161
13,30,3,56.05,16419020,True,292935
43,47,3,79.1,32036687,True,405015
3,24,3,107.6,73000000,True,678439
45,55,3,79.9,31900000,True,399249
3,6,3,88.3,54870000,False,621404
3,6,3,112.5,85000000,True,755556
13,17,3,78.5,25990000,True,331083
7,25,3,99.0,66900000,True,675758
2,29,3,81.4,25775908,True,316657
3,4,3,65.0,48000000,True,738462
4,5,3,64.8,39990000,True,617130
19,42,3,65.9,30201484,True,458293
14,22,3,84.0,45000000,True,535714
10,36,3,77.7,28500000,True,366795
16,17,3,55.7,29722212,True,533612
7,12,3,99.4,59000000,True,593561
9,38,3,58.8,26720000,True,454422
3,28,3,82.97,35319623,True,425691
9,20,3,64.56,26640000,True,412639
36,37,3,66.0,43900000,True,665152
13,13,3,99.0,66000000,True,666667
7,20,3,56.27,19694500,True,350000
19,22,3,103.2,38999999,True,377907
9,9,3,80.0,42500000,True,531250
3,13,3,71.3,24567484,True,344565
5,24,3,150.0,68500000,True,456667
6,12,3,120.9,72200000,True,597188
30,64,3,67.5,21875967,True,324088
25,30,3,134.0,68000000,True,507463
5,12,3,74.4,49000000,True,658602
2,9,3,66.7,19365067,True,290331
10,39,3,81.3,41800000,True,514145
9,11,3,95.5,53000000,True,554974
3,26,3,61.8,33186600,True,537000
4,17,3,76.2,29800000,True,391076
5,28,3,75.9,28151310,True,370900
2,19,3,99.0,53000000,True,535354
8,20,3,58.96,28000000,True,474898
10,29,3,83.5,36385292,True,435752
6,33,3,97.7,36990000,True,378608
14,19,3,114.2,55000000,True,481611
16,53,3,84.2,33007074,True,392008
13,16,3,128.0,81000000,True,632812
11,38,3,109.0,40000000,True,366972
14,36,3,96.0,56000000,True,583333
2,19,3,76.8,30996125,True,403595
13,24,3,64.8,22900000,True,353395
12,26,3,73.6,34281682,True,465784
13,14,3,71.0,39180000,True,551831
5,48,3,56.42,18057633,True,320057
3,14,3,97.0,85000000,True,876289
2,7,3,108.0,48500000,True,449074
19,25,3,70.6,37550310,True,531874
39,56,3,79.7,29999999,True,376412
17,23,3,96.0,39900000,True,415625
13,24,3,91.4,46284960,True,506400
6,19,3,153.8,108000000,True,702211
11,12,3,69.2,39198409,True,566451
12,14,3,75.0,44988700,True,599849
2,33,3,65.8,27682060,True,420700
24,36,3,82.4,75000000,True,910194
20,22,3,80.0,28900000,True,361250
34,41,3,92.02,73984080,True,804000
7,18,3,118.0,45500000,True,385593
2,29,3,69.8,30293200,True,434000
2,41,3,66.0,47823108,True,724593
5,9,3,80.0,22500000,True,281250
6,17,3,112.6,93000000,True,825933
6,17,3,82.7,39000000,True,471584
2,32,3,70.3,18319850,True,260595
6,15,3,77.0,42000000,True,545455
6,28,3,61.1,16497000,True,270000
28,30,3,77.8,30500000,True,392031
3,37,3,77.0,42000000,True,545455
8,12,3,94.6,54000000,True,570825
25,75,3,187.9,120000000,True,638638
6,36,3,61.7,17584500,True,285000
2,6,3,131.1,110000000,True,839054
14,19,3,115.0,55000000,True,478261
4,13,3,82.9,43000000,True,518697
21,25,3,62.2,35000000,True,562701
7,16,3,64.3,30230034,True,470140
6,37,3,76.0,47500000,True,625000
5,8,3,130.0,110000000,True,846154
5,5,3,80.3,29500000,True,367372
9,33,3,69.7,25684450,True,368500
5,6,3,78.1,72555150,True,929003
2,44,3,69.6,21207398,True,304704
18,25,3,92.0,34000000,True,369565
2,11,3,65.0,52900000,True,813846
2,14,3,104.6,26441040,True,252782
4,5,3,72.2,17750000,True,245845
1,12,3,71.5,18500000,True,258741
12,14,3,79.5,19440000,True,244528
5,5,3,72.5,24300000,True,335172
11,17,3,74.8,24500000,True,327540
6,17,3,73.6,24500000,True,332880
1,11,3,87.6,24500000,True,279680
12,12,3,63.9,28500000,True,446009
2,33,3,64.0,29000000,True,453125
1,3,3,90.0,30000000,True,333333
14,24,3,88.0,30500000,True,346591
3,3,3,75.4,31000000,True,411141
5,23,3,69.1,37500000,True,542692
6,24,3,72.2,37500000,True,519391
18,26,3,79.6,38000000,True,477387
4,8,3,102.4,38500000,True,375977
5,9,3,68.3,43000000,True,629575
23,25,3,140.0,45000000,True,321429
1,10,3,125.4,50000000,True,398724
22,23,3,163.0,56000000,True,343558
8,12,3,100.0,63000000,True,630000
12,12,3,81.2,65900000,True,811576
5,6,3,78.1,72499274,True,928288
22,23,3,152.0,82000000,True,539474
8,14,3,125.2,96500000,False,770767
3,10,3,110.0,97500000,True,886364
4,5,3,111.2,99000000,True,890288
2,11,3,135.0,110000000,True,814815
12,12,3,64.1,19999990,True,312012
9,10,3,73.0,21300000,True,291781
4,25,3,81.0,22900000,True,282716
13,17,3,75.4,23000000,True,305040
10,16,3,65.7,24990000,True,380365
14,27,3,85.0,28400000,True,334118
25,31,3,73.91,29650000,True,401164
13,25,3,91.0,29990000,True,329560
19,28,3,85.0,30500000,True,358824
1,4,3,83.3,31100000,True,373349
12,51,3,76.0,36200000,True,476316
4,11,3,80.0,41900000,True,523750
5,12,3,72.0,43500000,True,604167
6,33,3,66.0,44800000,True,678788
36,52,3,78.0,45800000,True,587179
8,8,3,86.0,46000000,True,534884
14,42,3,68.0,46500000,True,683824
10,33,3,113.9,47000000,True,412643
22,39,3,83.6,52000000,True,622010
7,7,3,85.0,52000000,True,611765
5,23,3,98.3,65000000,True,661241
4,23,3,122.7,65000000,True,529747
14,22,3,112.0,68000000,True,607143
9,14,3,104.0,76500000,True,735577
3,6,3,156.6,89000000,True,568327
11,13,3,143.0,94900000,True,663636
9,12,3,105.0,98000000,True,933333
21,31,3,69.3,25400000,True,366522
15,55,3,85.63,36490000,True,426136
8,11,3,55.1,43000000,True,780399
8,37,3,66.3,46300000,True,698341
14,34,3,84.7,72000000,True,850059
6,19,3,106.0,73500000,True,693396
3,14,3,68.0,31000000,True,455882
22,28,3,78.2,31905600,True,408000
50,55,3,63.6,40500000,True,636792
7,22,3,66.7,44115010,True,661394
2,4,3,87.1,49500000,True,568312
50,55,3,80.11,49900000,True,622894
3,22,3,83.9,50884583,True,606491
12,12,3,81.2,64900000,True,799261
22,24,3,110.0,80000000,True,727273
11,22,3,96.79,87500000,True,904019
12,14,3,124.0,95000000,True,766129
14,22,3,121.0,109000000,True,900826
17,17,3,74.0,20982000,True,283541
4,36,3,70.0,31000000,True,442857
2,44,3,83.71,28859441,True,344755
6,17,3,79.0,29000000,True,367089
22,31,3,83.0,52000000,True,626506
6,6,3,72.3,47750000,True,660443
7,18,3,84.9,60621401,True,714033
14,25,3,109.4,47750000,True,436472
9,28,3,87.7,32115301,True,366195
5,5,3,84.0,50000000,True,595238
15,25,3,67.8,24500000,True,361357
3,11,3,85.9,77617693,True,903582
5,8,3,123.0,74800000,True,608130
6,9,3,58.7,20900000,True,356048
5,35,3,95.73,40514371,True,423215
8,8,3,95.0,31000000,True,326316
2,18,3,70.0,29950000,True,427857
3,15,3,95.0,35000000,True,368421
